"komnr","year","kommunenavn","bef","bef0_19","bef1_5","bef6_12","bef13_15","bef67_79","bef80_89","bef90_","kommunaleveierkm","psyk_17","psyk18_66","knavn","andel_k_bh","barn_k_bh","barn_k_bh_pi","andel_tettbygd","VoteShareLEFT","ENoP","ntodrres","ntodr","n_driftres","u_adm","u_gs","u_utd","u_bh","u_hs","u_sos","u_bv","u_plo","u_kul","u_kv","u_var","u_inf","u_ann","bef_0_5","bef_6_15","bef_16_66","bef_67_79","bef_80_89","bef_90_","skilte_16_59","arbledig_16_59","dod","ikke_gifte_67_","pu_o16","driftsenheter","areal_total","landbrukseiendom","bef_16_22","bef_23_66","sone_snitt","innv_6_15","barn_enslig","fattige","ufor_18_49","flyktninger","opphopning","innb_hoyere_utd","bef_0_1","bef_2_5","barn_u_ks","vertskom_ant","rens_sum","rensekap","int_til","aleneboende","snomengde","snodager","rkb_utg","rkb_ant","rkb_utg_selv","frie","frie_tot","y"
118,2018,"Aremark",1399,312,57,117,57,189,65,18,7,19,24,"Aremark",100,48,0.0343102216720581,0,0.250726908445358,4.07042217254639,4,5694,4.07005023956299,9.75411007862759,18.4538956397427,0.867762687634024,6.23445318084346,3.44174410293066,2.78413152251608,2.6433166547534,25.3438170121515,3.27090779127949,0.559685489635454,5.1229449606862,5.05218012866333,14.8734810578985,66,162,872,191,68,16,85,12,10,121,3,61,319.26,182,111,761,7615.19566667,10,39,59,33,1.5,0.03074799,208,14,52,3.4066667,0,259,178.66667,1760500,107,204.2,35.5,4868,2,2328,1780,101307,87.5989994890269
119,2014,"Marker",3596,788,194,250,158,481,170,36,41,21,53,"Marker",26.3999996185303,44,0.0122358174994588,0.51800000667572,0.470010638237,3.1407036781311,-2.40000009536743,-6346,-1.7647385597229,5.07814238042269,12.3718020022247,0.349555061179088,5.93937708565072,2.85372636262514,2.11290322580645,3.55756395995551,18.2107897664071,2.20939933259177,0.382925472747497,2.80116796440489,6.05756395995551,11.8006117908788,210,412,2266,516,165,45,212,42,23,299,13,134,412.89,405,299,1967,19825.47866667,27,88,150,94,63,0.10328495,498,61,149,18.21,0,1168,1137.2222,1924000,301,238.3,41,1396,1,353,5744,180054,60.1601780142482
119,2015,"Marker",3613,795,178,262,134,529,163,46,41,27,58,"Marker",26.3999996185303,39,0.0107943536713719,0.521173536777496,0.470010638237,3.1407036781311,3.20000004768372,8848,2.44893431663513,4.68862441184611,11.8837531137559,0.365347356767229,5.45945197896485,3.69139219485192,2.32189316357598,3.92305563243842,18.3827843897038,2.51120952117354,0.340437309714918,1.83144201494603,5.38444505950733,10.432881262109,202,397,2258,529,179,45,206,44,22,318,14,131,412.9,405,303,1955,19829.79666667,30,87,151,94,69,0.10484819,519,59,143,13.42,0,1158,1137.2222,2843000,291,183.2,31.2,3063,2,901,10553,190808,63.2327704638812
119,2016,"Marker",3610,785,170,247,139,541,181,42,41,23,50,"Marker",25.7999992370605,33,0.00914127379655838,0.513573408126831,0.426282107830048,3.53107357025146,6.90000009536743,20101,5.56814384460449,5.05346260387812,12.3584487534626,0.438504155124654,5.77783933518006,3.19778393351801,2.92880886426593,4.41357340720222,19.2254847645429,2.7595567867036,0.349030470914127,2.09529085872576,6.27839335180055,11.9207756232687,190,384,2230,545,181,48,220,38,20,324,13,132,412.9,405,287,1943,19922.434,23,71,93,109,66,0.05965884,522,60,130,13.79166667,0,1300,1137.2222,5142000,281,88.9,21.1,8996,6,2054,10048,210297,70.4443211299231
119,2017,"Marker",3597,765,165,257,127,559,175,48,42,20,46,"Marker",30.1000003814697,41,0.0113983871415257,0.514873504638672,0.426282107830048,3.53107357025146,6.5,19517,5.42591047286987,5.02780094523214,12.2265777036419,0.85682513205449,5.78009452321379,2.27356130108424,3.18181818181818,4.22518765638032,20.8184598276341,2.80956352515986,0.452877397831526,2.3263830970253,6.47289407839867,12.9185432304698,193,378,2230,548,187,47,223,31,27,337,12,135,412.9,405,290,1940,19955.266,16,65,140,120,59,0.07480209,528,73,120,16.20833333,0,1393,1137.2222,5728000,288,179.9,35.7,6323,4,1383,4356,214642,71.8779538423444
119,2018,"Marker",3567,762,168,248,133,548,190,42,43,27,41,"Marker",28.7999992370605,40,0.0112139051780105,0.508830964565277,0.426282107830048,3.53107357025146,2.90000009536743,9154,2.56630229949951,5.52004485562097,12.6582562377348,0.509391645640594,7.83795906924586,2.98822539949537,2.97925427530137,4.30305578917858,23.8099243061396,2.84749088870199,0.500140173815531,2.41126997476871,6.99523409027194,13.2635267731988,188,368,2208,559,192,41,210,27,26,331,10,129,412.9,399,291,1917,19969.56733333,16,70,145,115,59,0.06461671,536,56,132,20.34500005,0,999,1137.2222,5289500,286,188.9,32.8,9116,5,2766,3159,218148,75.9265490054148
121,2014,"Rømskog",672,150,35,48,28,88,44,12,7,2,11,"Rømskog",100,31,0.0461309514939785,0,0.274750709533691,3.448979139328,4,2560,3.80952382087708,12.0223214285714,15.0059523809524,0.313988095238095,6.33779761904762,5.75446428571429,1.45684523809524,1.3139880952381,27.5863095238095,5.63095238095238,0.473214285714286,2.89434523809524,5.90922619047619,15.2217261904762,38,76,414,88,44,10,27,5,3,54,3,15,183.14,94,47,367,1644.12966667,1,4,8,11,1.5,0.00239158,91,10,28,2.72,0,120,132.44444,0,45,230.6,41.7,1428,1,385,1545,51110,88.5089285827818
121,2015,"Rømskog",672,144,35,44,29,86,44,10,7,2,12,"Rømskog",100,26,0.0386904776096344,0,0.274750709533691,3.448979139328,2.59999990463257,1715,2.55208325386047,12.78125,16.5342261904762,0.305059523809524,6.34970238095238,7.44940476190476,1.39136904761905,1.6577380952381,25.7991071428571,4.94791666666667,0.663690476190476,3.51339285714286,6.88244047619048,16.3125,37,75,427,89,41,8,30,5,3,53,3,14,183.14,94,55,372,1656.188,2,1.5,13,15,1.5,0.00431813,93,9,28,1.42,0,140,132.44444,0,48.5,200.4,34.4,2003,1,922,306,51411,90.8273808729081
121,2016,"Rømskog",672,141,32,45,32,91,44,7,7,2,11,"Rømskog",100,27,0.0401785708963871,0,0.263684302568436,2.86440658569336,7.69999980926514,5691,8.46875,12.625,16.9627976190476,0.488095238095238,6.54315476190476,3.26488095238095,2.3110119047619,1.53571428571429,35.0163690476191,4.76041666666667,0.446428571428571,3.59970238095238,6.75446428571429,16.0491071428571,33,72,430,90,47,8,27,6,3,56,4,14,183.14,94,62,368,1613.40933333,4,1.5,9,18,1.5,0.00322864,98,7,26,0.91666667,0,4,132.44444,1104000,52,101.6,25.1,3918,1,2761,3017,54432,102.776785714286
121,2017,"Rømskog",685,143,29,45,28,84,50,7,7,2,9,"Rømskog",100,25,0.0364963486790657,0,0.263684302568436,2.86440658569336,2.40000009536743,1876,2.73868608474731,12.7065693430657,16.4423357664234,1.13722627737226,7.01459854014599,3.20583941605839,4.95328467153285,1.14452554744526,34.5693430656934,5.52116788321168,1.01167883211679,4.25547445255474,9.86569343065693,21.7912408759124,32,74,435,83,50,9,28,3,4,56,4,14,183.14,96,64,371,1597.14333333,9,1.5,16,18,1.5,0.0028643,100,7,25,1.83333333,0,106,132.44444,5643000,53,232.2,40.1,3612,1,2377,653,55882,104.566423311025
121,2018,"Rømskog",682,143,27,52,21,86,51,10,7,2,8,"Rømskog",100,23,0.0337243415415287,0,0.263684302568436,2.86440658569336,-7.5,-6142,-9.0058650970459,12.5821114369501,16.7463343108504,0.659824046920821,7.59824046920821,7.06744868035191,4.99560117302053,1.54838709677419,42.2287390029325,9.84310850439883,1.28299120234604,4.41935483870968,9.02785923753666,25.233137829912,28,72,430,89,51,11,26,0,4,62,4,13,183.14,93,58,372,1594.127,11,1.5,12,21,1.5,0,102,7,21,3.34,0,294,132.44444,3350000,58,194.1,36.8,3688,1,2418,908,56839,108.994134902954
122,2014,"Trøgstad",5366,1270,305,429,202,570,209,57,68,30,98,"Trøgstad",67.4000015258789,178,0.033171821385622,0.568000018596649,0.258481293916702,3.70588207244873,3.70000004768372,14285,2.66213202476501,3.46869176295192,12.5983973164368,0.556280283265002,6.88948937756243,2.80264629146478,2.08255683935893,4.6429370108088,18.8360044726053,2.2260529258293,0.612001490868431,2.65877748788669,2.34047707789788,8.3935892657473,358,620,3536,583,202,52,386,58,35,399,35,161,204.45,453,462,3074,19229.11866667,42,139,188,153,28,0.14617457,685,121,237,46.75,0,1630,1440,3193000,475,277.4,43.1,16067,9,6680,10106,272377,62.3764443617013
122,2015,"Trøgstad",5346,1256,302,430,182,612,192,57,68,45,106,"Trøgstad",67.4000015258789,182,0.0340441465377808,0.537972331047058,0.258481293916702,3.70588207244873,4.90000009536743,19829,3.70912837982178,4.60044893378227,12.8737373737374,0.470258136924804,7.03423120089787,3.22708567153012,2.16666666666667,4.15245043022821,19.8557800224467,2.55705200149645,0.606434717545829,2.58380097268986,2.42480359147026,8.6423494201272,354,604,3484,644,186,58,378,60,35,408,33,159,204.45,452,456,3028,19182.54733333,35,129,209,156,34,0.16585609,711,105,249,31.83,0,0,1440,2077000,467,233.5,35.9,17460,10,6650,7033,282162,66.2618780992382
122,2016,"Trøgstad",5343,1246,298,427,200,644,187,59,68,47,99,"Trøgstad",69.1999969482422,184,0.0344375818967819,0.565974175930023,0.21191480755806,3.47244095802307,5,21329,3.99195218086243,4.83361407448999,13.5437020400524,0.480628860190904,7.31611454239191,2.91727493917275,2.1341942728804,3.86131386861314,21.1600224592925,2.26258656185663,0.935055212427475,2.78158338012353,3.01104248549504,9.47089650009358,333,636,3497,662,182,60,357,58,36,424,37,152,204.45,451,458,3039,19304.674,38,140,202,156,41,0.14651336,732,96,237,31.33333333,0,1370,1440,2531000,459,101.7,20.8,18931,10,7361,12063,296707,69.2290848778491
122,2017,"Trøgstad",5367,1240,293,434,205,660,181,61,70,51,85,"Trøgstad",67.1999969482422,174,0.0324203483760357,0.573504745960236,0.21191480755806,3.47244095802307,3.40000009536743,15001,2.79504370689392,3.95826346189678,13.8878330538476,0.540898080864543,7.55654928265325,3.38215017700764,2.5030743432085,4.12204210918576,20.9178311906093,2.5269237935532,0.75777901993665,3.32606670393143,2.98993851313583,10.1416061114217,327,635,3474,652,182,60,357,47,45,425,35,145,204.45,449,436,3038,19252.94766667,44,130,157,151,36,0.09145396,761,94,233,32.29166667,0,1370,1440,7063500,466,205.8,35.2,20850,10,8500,15172,306078,69.2643934367244
122,2018,"Trøgstad",5337,1213,276,435,195,656,180,52,70,48,92,"Trøgstad",71,164,0.0307288747280836,0.569420993328094,0.21191480755806,3.47244095802307,-1.60000002384186,-7151,-1.33989131450653,4.21060520891887,14.810942477047,0.530635188308038,7.87127599775155,4.14202735619262,2.52969833239648,4.01030541502717,22.1594528761476,2.97826494285179,1.01142964212104,3.92205358815814,3.98875772906127,12.4311410905003,319,625,3492,668,182,53,352,43,46,420,34,146,204.45,448,450,3042,19388.70466667,38,112,183,149,50,0.09724512,773,102,217,32.52000005,0,870,1440,3692000,468,217.3,37.4,18883,8,8723,5420,311796,70.8255574394751
123,2014,"Spydeberg",5620,1422,335,478,240,584,198,44,41,44,99,"Spydeberg",30,87,0.0154804270714521,0.721999943256378,0.272137850522995,5.18823528289795,-2.40000009536743,-9898,-1.7612099647522,4.78914590747331,13.1896797153025,1.12455516014235,7.78131672597865,2.10017793594306,2.8585409252669,2.25231316725979,19.9373665480427,2.04982206405694,0.477224199288256,2.99733096085409,5.21370106761566,11.8626334519573,407,724,3721,607,193,41,342,58,37,351,19,97,142.03,277,501,3220,17892.39966667,45,168,147,102,109,0.09232064,922,125,282,43.5,0,2413,2369.2222,6959600,416,284.7,42,26638,11,15165,11891,280255,63.009964412472
123,2015,"Spydeberg",5692,1451,330,501,222,631,180,47,41,66,102,"Spydeberg",30,99,0.0173928327858448,0.725579738616943,0.272137850522995,5.18823528289795,0.200000002980232,988,0.173576951026917,5.35189739985945,13.1584680252987,1.08380182712579,7.58784258608573,2.73629655657063,3.6133169360506,2.7709065354884,20.8684118060436,1.92779339423753,0.401791988756149,3.15706254392129,5.12034434293746,11.6907940969782,398,711,3738,660,176,38,347,64,35,356,20,98,142.03,277,505,3233,17968.25066667,51,160,198,115,128,0.13572031,970,127,271,39.17,0,2663,2369.2222,10048200,408,228.3,34.9,30431,11,18540,11014,290740,67.9515108934022
123,2016,"Spydeberg",5736,1455,345,490,235,668,170,39,40,58,116,"Spydeberg",32.5999984741211,108,0.0188284516334534,0.733612298965454,0.247717082500458,5.3132529258728,0.200000002980232,768,0.133891209959984,5.23692468619247,14.1412133891213,1.40219665271967,8.55648535564853,2.64644351464435,3.96286610878661,3.58002092050209,22.3333333333333,1.98064853556485,0.500871687587169,3.38633193863319,4.37935843793584,11.6494072524407,408,719,3719,685,172,45,345,81,36,354,24,94,142.03,277,483,3236,18011.52233333,65,153,219,133,116,0.18600728,1000,137,271,55.66666667,0,2687,2369.2222,13039200,400,111.2,22.7,35094,10,23524,-39304,NA,72.2405857706294
123,2017,"Spydeberg",5765,1427,348,503,203,715,178,43,46,50,114,"Spydeberg",31.5,104,0.018039895221591,0.744145691394806,0.247717082500458,5.3132529258728,1.5,7110,1.23330438137054,4.45099739809193,14.1320034692108,1.32558542931483,8.73217692974848,1.89210754553339,4.18664353859497,4.198091934085,21.9398091934085,1.98265394622723,0.190286209887251,3.3542064180399,3.5379011274935,10.3906331309627,412,718,3735,720,187,40,345,71,48,373,24,94,142.03,279,483,3252,17970.65866667,47,155,289,149,122,0.21299856,1027,127,285,49.375,0,2739,2369.2222,19193000,392,183.8,32,28341.23,8,18461.23,-41088,318548,71.1557675210063
123,2018,"Spydeberg",5853,1436,357,509,213,749,185,33,46,51,112,"Spydeberg",31.6000003814697,103,0.0175978131592274,0.749359309673309,0.247717082500458,5.3132529258728,-1.20000004768372,-5831,-0.996241271495819,4.09157696907569,14.5375021356569,0.93900563813429,8.90996070391252,2.10951648727148,3.82624295233214,3.76097727661029,26.7372287715701,2.00085426277123,0.273022381684606,3.24243977447463,3.65282760977277,10.1081496668375,428,733,3838,766,184,31,349,57,49,381,23,99,142.03,279,496,3342,17904.146,48,153,271,145,129,0.15736659,1075,133,295,48.68000005,0,2617,2369.2222,12443750,414,205,35.6,28925.645,9,17495.645,10162,331472,73.0849136917709
124,2014,"Askim",15430,3778,959,1299,565,1514,529,118,73,77,280,"Askim",68.5999984741211,550,0.0356448478996754,0.890999972820282,0.391834259033203,3.86435341835022,0.600000023841858,6617,0.428839921951294,4.91153596889177,11.2049902786779,0.859300064808814,7.57226182760856,1.88217757615036,2.99151004536617,2.91173039533377,16.0963058976021,1.75696694750486,0.531043421905379,2.74581983149708,2.82268308489955,8.71581335061568,1101,1885,10303,1580,531,111,1159,245,113,1011,37,79,69.16,254,1384,8919,19704.412,126,536,722,358,776,0.86110253,2375,319,782,100.25,0,9753,9177.7773,6770900,1454,277.5,41.3,34856,14,20254,23966,756653,56.7151652621976
124,2015,"Askim",15513,3820,925,1340,571,1611,523,108,73,101,286,"Askim",68.5999984741211,530,0.0341648943722248,0.90266227722168,0.391834259033203,3.86435341835022,1.39999997615814,16308,1.05124735832214,6.27879842712564,11.5151163540257,0.878037774769548,7.52104686392058,2.50467349964546,3.15625604331851,2.99413395216915,16.7651002385096,1.80480886998002,0.470186295365178,2.65538580545349,3.04415651389157,8.85257525945981,1069,1930,10301,1670,517,109,1153,314,114,1039,43,79,69.15,254,1382,8919,19905.68,135,507,840,387,807,1.26370777,2432,301,768,102.08,0,10064,9177.7773,12211400,1403,197.3,32.9,36571,15,20356,22616,775676,60.6389479964966
124,2016,"Askim",15615,3807,912,1395,543,1731,507,118,74,125,343,"Askim",67.9000015258789,517,0.033109188079834,0.905347406864166,0.391260206699371,3.67867875099182,3.5,41127,2.63381361961365,5.49791866794749,11.7898815241755,0.829202689721422,7.80608389369196,2.08005123278899,3.40377841818764,3.53320525136087,17.2829971181556,1.96048671149536,0.505219340377842,2.70124879923151,3.62311879602946,9.61927633685559,1036,1952,10294,1777,491,129,1125,332,112,1098,51,80,69.15,253,1362,8932,20089.731,147,491,884,386,827,1.35412543,2509,286,750,72.41666667,0,10019,9177.7773,13280000,1352,88.7,19,38862,14,22664,53936,829346,63.6470060627773
124,2017,"Askim",15720,3777,865,1421,536,1828,482,134,74,103,360,"Askim",68,506,0.0321882963180542,0.907061040401459,0.391260206699371,3.67867875099182,3.09999990463257,37532,2.38753175735474,5.33167938931298,11.6923664122137,1.37092875318066,7.77729007633588,2.57983460559796,3.70553435114504,3.31259541984733,16.9393765903308,1.93937659033079,0.552480916030534,2.73905852417303,3.76545801526718,10.3673027989822,990,1976,10286,1887,491,139,1122,294,148,1128,51,78,69.15,255,1383,8903,20383.34933333,160,492,860,393,851,1.14797797,2578,295,695,93.20833333,0,10116,9177.7773,16687500,1337,169.4,28.7,39911,14,22621,44030,864914,64.0935114011206
124,2018,"Askim",15810,3728,819,1431,571,1934,500,140,74,122,347,"Askim",64.1999969482422,449,0.0283997468650341,0.910942435264587,0.391260206699371,3.67867875099182,2.09999990463257,25909,1.63877296447754,5.4584440227704,12.2633143580013,1.31201771030993,7.91359898798229,2.53270082226439,4.10771663504111,3.61138519924099,18.7176470588235,1.94800759013283,1.02416192283365,3.08931056293485,4.04864010120177,11.422137887413,935,2037,10291,1995,494,139,1137,274,137,1169,49,79,69.15,250,1338,8953,20650.39766667,160,482,915,423,848,1.14042934,2649,286,649,77.45666665,0,9541,9177.7773,14490800,1366,180.9,32.6,40652,13,24142,23832,884985,67.6657179360145
125,2014,"Eidsberg",11323,2776,627,968,459,1205,453,93,79,70,227,"Eidsberg",45.0999984741211,260,0.022962111979723,0.654000043869019,0.228145569562912,3.86435341835022,1,8055,0.711383879184723,3.32473726044335,12.2436633401042,0.58253113132562,6.79669698843063,2.35167358473903,3.13432835820896,3.31519915216815,17.1105714033383,2.2058641702729,0.388324648944626,2.25390797491831,2.52645058730019,7.95707851276164,737,1408,7406,1226,451,95,874,186,73,813,48,224,235.91,599,1048,6358,44428.154,153,405,525,244,378,0.66567258,1696,229,508,66.335,0,4358,4710.8887,8259700,1017,260.3,43.6,48370,21,26467,12275,546676,56.945332479379
125,2015,"Eidsberg",11353,2786,619,938,478,1243,454,106,79,96,236,"Eidsberg",45.0999984741211,252,0.0221967753022909,0.678939461708069,0.228145569562912,3.86435341835022,2.09999990463257,17465,1.53835988044739,4.79327050118911,12.6675768519334,0.631639214304589,6.85880384039461,2.98361666519863,2.86778824980181,4.13503038844358,17.2366775301682,2.59896062714701,0.40641240200828,2.2831850612173,2.55976393904695,8.47996124372413,730,1421,7422,1281,449,99,859,210,71,832,46,229,235.91,599,1042,6380,44685.40166667,145,357,599,273,400,0.83833579,1752,232,498,71.775,0,5600,4710.8887,7540800,970.5,186.4,32,53681,22,29899,13938,559781,61.5610851513009
125,2016,"Eidsberg",11396,2756,619,970,461,1286,442,105,79,116,255,"Eidsberg",43.9000015258789,236,0.0207090210169554,0.692172706127167,0.2640241086483,3.74617743492126,2,17439,1.53027379512787,4.54097929097929,12.9732362232362,0.614864864864865,7.23402948402948,2.61890136890137,3.05572130572131,5.3044928044928,18.4746402246402,2.23762723762724,0.359512109512109,2.66321516321516,2.87311337311337,8.74833274833275,711,1386,7414,1328,435,112,865,226,69,837,49,218,235.91,594,1016,6398,44913.041,169,343,611,292,425,0.91973111,1783,213,498,58.125,0,5460,4710.8887,11041600,924,93.4,20.6,54788,22,29334,31476,591903,64.4806072454613
125,2017,"Eidsberg",11406,2664,591,941,444,1347,439,110,95,103,276,"Eidsberg",44.7999992370605,239,0.0209538843482733,0.699631750583649,0.2640241086483,3.74617743492126,3.5,31815,2.7893214225769,4.08890057864282,13.1100298088725,0.738733999649307,7.38637559179379,2.61397510082413,3.28265825004384,5.11809573908469,19.5064878134315,2.57732772225145,0.492021742942311,2.94432754690514,3.20471681571103,9.95712782745923,668,1376,7418,1370,440,120,834,199,90,844,51,213,235.91,590,985,6433,44945.30133333,149,347,559,318,411,0.7131226,1812,190,478,47.70833333,0,5460,4710.8887,12940100,967,180.5,30.6,61647,24,32007,24627,631331,67.8529721327295
125,2018,"Eidsberg",11414,2628,576,925,413,1398,444,125,95,111,263,"Eidsberg",45.2000007629395,235,0.0205887500196695,0.702558279037476,0.2640241086483,3.74617743492126,0.800000011920929,7639,0.669265806674957,3.61845102505695,13.5286490275101,0.689679341159979,7.32022078149641,2.8798843525495,3.42614333274926,4.63658664797617,21.4512878920624,3.15516032942001,0.489311371999299,3.15664972840371,3.82267390923427,11.3134746802173,671,1318,7441,1401,446,133,825,167,83,885,55,212,235.91,589,1013,6428,44829.52933333,141,332,574,326,402,0.607025,1836,212,459,67.8566667,0,5217,4710.8887,9031800,1011,189.5,32.4,61411,23,32201,13238,655074,68.843963546293
127,2014,"Skiptvet",3727,990,215,355,173,331,129,27,24,29,55,"Skiptvet",79.9000015258789,168,0.0450764708220959,0.450999975204468,0.459929615259171,3.64462804794312,1.60000002384186,4311,1.15669441223145,4.38663804668634,13.8344513013147,0.483767104910115,8.18620874698149,1.52991682318218,1.88891870136839,5.39763885162329,18.6463643681245,2.34585457472498,0.346122887040515,1.95411859404347,2.47571773544406,7.60558089616313,270,526,2454,341,127,28,229,43,27,236,9,119,101.21,311,341,2113,12124.96833333,28,104,124,56,39,0.08790364,472,87,183,19.83,0,1167,658.44446,1860800,274,234,36.6,3469,2,1383,5804,198704,62.6324121476755
127,2015,"Skiptvet",3731,991,226,356,165,356,117,32,24,30,75,"Skiptvet",79.9000015258789,167,0.0447601191699505,0.452961683273315,0.459929615259171,3.64462804794312,1.39999997615814,3955,1.06003749370575,6.23130528008577,14.3996247654784,0.342267488608952,8.47172339855267,1.82471187349236,1.79522916108282,5.36424551058697,19.2133476279818,1.94773519163763,0.270436880192978,1.92414902171,2.27043688019298,6.75502546234254,257,515,2433,364,122,32,233,47,27,243,9,109,101.21,309,339,2094,11798.80033333,33,114,146,63,45,0.11485665,483,88,169,41.75,0,0,658.44446,3027600,257.5,184.1,31.2,8612,5,3207,3904,203140,65.1152505733091
127,2016,"Skiptvet",3742,989,231,341,170,367,115,32,24,38,77,"Skiptvet",79.9000015258789,163,0.043559592217207,0.446819871664047,0.491326332092285,3.17266178131104,4.59999990463257,14009,3.74372005462646,5.97915553180118,15.3057188669161,0.665419561731694,8.90566541956173,2.14617851416355,2.36745056119722,5.21859967931587,18.4641902725815,1.93613041154463,0.672902191341529,2.10395510422234,3.235435595938,8.61384286477819,261,516,2452,375,115,33,235,49,27,242,15,110,101.21,304,335,2117,11453.35533333,39,118,126,70,46,0.10361602,498,78,183,17.83333333,0,600,658.44446,5400000,241,110.6,22.1,9291,6,2349,13790,216685,70.7445217649418
127,2017,"Skiptvet",3783,1006,221,372,155,389,116,33,24,40,80,"Skiptvet",80.0999984741211,161,0.042558815330267,0.456780344247818,0.491326332092285,3.17266178131104,2.90000009536743,8863,2.34284949302673,5.84245307956648,15.6727464974888,0.907745175786413,9.38197197991012,1.70711075865715,2.75151995770552,5.25905366111552,19.609040444092,1.92730637060534,0.551414221517314,2.24742268041237,2.86492201956119,8.49881046788263,250,526,2475,409,117,32,245,39,34,248,18,104,101.21,303,358,2117,11467.70533333,55,109,108,71,48,0.07210772,511,71,179,22.16666667,0,621,658.44446,9094000,252,174.5,29.7,8988,6,1578,5841,218994,71.0655563394449
127,2018,"Skiptvet",3831,1002,220,374,154,413,118,30,24,36,57,"Skiptvet",78.0999984741211,150,0.0391542688012123,0.457582890987396,0.491326332092285,3.17266178131104,1.20000004768372,3990,1.04150354862213,5.37588097102584,15.6233359436179,0.802401461759332,9.37875228399896,1.8561733228922,3.01305142260506,5.09945184025059,19.9642391020621,1.95797441921169,0.903158444270425,2.33698773166275,3.15113547376664,9.15165753067084,247,511,2481,415,116,32,240,36,32,269,16,104,101.21,299,346,2135,11521.71066667,51,118,128,83,49,0.0753528,525,72,175,24.9216667,0,538,658.44446,6411200,241,204.5,31,7798,5,1448,7767,225237,70.5040459657456
128,2014,"Rakkestad",7974,1938,466,660,316,776,362,70,103,53,135,"Rakkestad",64.5,246,0.030850263312459,0.599000036716461,0.260637313127518,5,0.800000011920929,5062,0.634813129901886,3.24241284173564,13.2626034612491,0.430524203661901,6.44256333082518,3.09142212189616,2.34951091045899,2.74115876598947,20.888512666165,2.3438675696012,0.58703285678455,3.08088788562829,3.46450965638325,9.90682217205919,550,1000,5230,796,366,66,476,90,49,589,70,289,434.71,710,691,4539,29241.32233333,77,194,311,217,297,0.20953539,1008,186,364,53.42,0,3340,3734.7778,2635650,686,194.4,35,22997,8,14653,11644,427112,62.5598194002806
128,2015,"Rakkestad",8020,1928,446,674,318,825,360,73,101,51,146,"Rakkestad",64.5,260,0.0324189513921738,0.59725683927536,0.260637313127518,5,1.70000004768372,10775,1.34351623058319,3.34738154613466,13.3985037406484,0.412718204488778,6.50773067331671,3.03453865336658,2.34214463840399,3.25673316708229,20.6483790523691,2.07955112219451,0.912094763092269,3.01184538653367,3.7216957605985,10.1379052369077,535,997,5216,850,353,70,469,107,50,599,71,284,434.71,709,655,4561,29710.999,76,171,352,223,284,0.27463163,1057,179,356,65,0,3407,3734.7778,2640000,648,157.1,29.2,20169,9,10440,11422,447585,64.0168329388126
128,2016,"Rakkestad",8084,1944,466,682,311,879,335,78,101,59,146,"Rakkestad",64.4000015258789,262,0.0324096977710724,0.606259286403656,0.320023953914642,4.25170040130615,3.70000004768372,24722,3.05813956260681,3.59302325581395,13.8943592281049,0.667615042058387,6.78463631865413,3.16068777832756,2.86058881741712,4.32471548738248,21.2866155368629,2.01150420583869,0.581890153389411,3.07285997031173,3.71523998020782,10.049109351806,551,990,5278,899,340,81,485,114,51,593,68,281,434.71,705,678,4600,29955.99366667,68,175,383,235,280,0.32403562,1092,167,384,36.25,0,3871,3734.7778,9047800,610,89.7,21.8,23845,11,11118,26198,473912,69.0118753369759
128,2017,"Rakkestad",8173,1959,463,673,324,924,333,78,101,58,149,"Rakkestad",65,256,0.0313226468861103,0.606019794940948,0.320023953914642,4.25170040130615,3,20192,2.47057390213013,3.61005750642359,13.79848280925,0.80239814021779,6.94053591092622,3.28692034748562,3.2447081854888,3.95362779884987,21.4238345772666,1.98225865655206,0.579101920959256,3.28508503609446,3.97565153554386,10.6244952893674,551,1004,5318,966,327,76,484,103,65,606,71,277,434.71,700,704,4614,30402.46433333,80,166,372,236,285,0.27762753,1110,171,380,40.75,0,4264,3734.7778,12024500,625,156.3,32.1,19655,9,8540,13049,486678,69.3532363271882
128,2018,"Rakkestad",8202,1939,456,663,325,990,328,76,101,73,129,"Rakkestad",66.3000030517578,258,0.0314557440578938,0.608997821807861,0.320023953914642,4.25170040130615,3.5,24197,2.95013403892517,3.78578395513289,14.3024871982443,0.678005364545233,7.34442818824677,3.49390392587174,3.31297244574494,3.64813460131675,22.1882467690807,2.14764691538649,0.698732016581322,3.32930992440868,4.31297244574494,11.1666666666667,514,996,5257,1009,323,81,466,91,66,621,69,277,434.71,700,682,4575,30707.475,78,148,385,251,291,0.24268812,1126,156,358,47.9283333,0,3965,3734.7778,11840950,632,203.1,32,16623,7,7733,13258,500088,72.19275778923
135,2014,"Råde",7104,1675,391,583,279,824,281,55,46,49,84,"Råde",33.2999992370605,119,0.0167511254549026,0.736999988555908,0.266781151294708,5.09790182113647,1.5,6734,0.947916686534882,5.03519144144144,11.2456362612613,0.234515765765766,7.21537162162162,2.22395833333333,1.62119932432432,2.63175675675676,17.4646677927928,1.27280405405405,0.284628378378378,2.06658220720721,2.40892454954955,6.26745495495495,467,866,4647,857,279,62,397,81,44,487,25,114,118.77,298,591,4056,22813.15366667,51,161,173,117,77,0.11023404,1291,141,326,46.75,0,3832,3147.1111,4399800,491,126.1,24.5,15713,7,8412,8929,340949,54.6531531730214
